RIVPACS Model,End Group,Season Code,Season,TL1 BMWP,TL1 NTAXA,TL1 ASPT,"TL2 WHPT Score (nonAb,DistFam)","TL2 WHPT NTAXA (nonAb,DistFam)","TL2 WHPT ASPT (nonAb,DistFam)","TL2 WHPT Score (nonAb,CompFam)","TL2 WHPT NTAXA (nonAb,CompFam)","TL2 WHPT ASPT (nonAb,CompFam)","TL2 WHPT Score (AbW,DistFam)","TL2 WHPT NTAXA (AbW,DistFam)","TL2 WHPT ASPT (AbW,DistFam)","TL2 WHPT Score (AbW,CompFam)","TL2 WHPT NTAXA (AbW,CompFam)","TL2 WHPT ASPT (AbW,CompFam)",TL1 AWIC(Fam),TL4 AWIC(Sp) Murphy,TL5 AWIC(Sp) Murphy,TL4 WFD AWIC(Sp) McFarland,TL5 WFD AWIC(Sp) McFarland,TL4 Raddum,TL5 Raddum,TL4 SEPA % Acid Sensitive Taxa,TL5 SEPA % Acid Sensitive Taxa,TL4 MetTol,TL5 MetTol,TL1/2 LIFE(Fam) (CompFam),TL2 LIFE(Fam) (DistFam),TL3 LIFE(Fam) (DistFam),TL4 LIFE(Sp),TL5 LIFE(Sp),TL3 PSI(Fam),TL4 PSI(Sp),TL5 PSI(Sp),TL3 E-PSI(fam69),TL4 E-PSI(mixed level),TL5 E-PSI(mixed level),TL4 oFSIsp,TL5 oFSIsp,TL4 ToFSIsp,TL5 ToFSIsp,TL4 CoFSIsp,TL5 CoFSIsp,TL4 GSFI FI05,TL5 GSFI FI05,TL4 GSFI FI09,TL5 GSFI FI09,TL4 GSFI FI091,TL5 GSFI FI091,TL4 GSFI FI091_K,TL5 GSFI FI091_K,TL4 GSFI FI092,TL5 GSFI FI092,TL4 GSFI FI11_12,TL5 GSFI FI11_12,TL4 GSFI FI14_16,TL5 GSFI FI14_16,TL4 GSFI FI15_17,TL5 GSFI FI15_17,TL4 GSFI FI152,TL5 GSFI FI152,TL2 SPEAR(Fam) %,TL4 SPEAR(Sp) %,TL5 SPEAR(Sp) %,SPEAR(pesticides) TL2 fam Knillmann 2018,SPEAR(refuge) TL2 fam Knillmann 2018,SPEAR(pesticides) TL4 sp Knillmann 2018,SPEAR(refuge) TL4 sp Knillmann 2018,SPEAR(pesticides) TL5 sp Knillmann 2018,SPEAR(refuge) TL5 sp Knillmann 2018,TL4 CCI,TL5 CCI,TL2 08 Group ARMI NTaxa,TL2 08 Group ARMI Score,TL2 33 Group ARMI NTaxa,TL2 33 Group ARMI Score,TL2 33 Group Flow & Silt NTaxa,TL2 33 Group Flow & Silt Score,TL2 14 Group Urban NTaxa,TL2 14 Group Urban Score
RIVPACS IV GB,18,7,"Spring, Summer & Autumn",175.68182,27.68182,6.33968,216.7,31.77273,6.82109,208.69091,30.72727,6.79286,220.51364,31.77273,6.93745,212.05455,30.72727,6.89809,4.66486,7.10886,7.07527,9.82627,9.80773,1,1,43.86909,43.58168,46.39632,42.92482,7.78309,7.80305,7.80305,8.61136,8.66082,70.14186,82.09586,82.79627,92.41495,95.24541,94.84441,6.15727,6.3535,5.10741,5.10832,5.05505,5.124,-0.27564,-0.3545,0.81036,0.87536,0.82182,0.88755,0.96323,0.97023,0.75918,0.76759,0.28273,0.19336,1.10182,1.22609,1.01609,1.00327,1.20486,0.92877,51.53959,48.06441,55.62355,52.76577,93.92623,89.9025,88.39114,55.85927,92.84145,12.3825,11.40814,6.95455,17.95455,19.86364,42.54545,19.86364,41.77273,11.63636,23.5
RIVPACS IV GB,19,1,Spring,127.44444,20.33333,6.23822,156.92778,23.11111,6.7855,151.91667,22.5,6.74633,158.95556,23.11111,6.85689,154.25556,22.5,6.83228,4.39817,6.82406,6.79622,9.29661,9.27828,0.97222,0.97222,43.27806,43.24567,47.28706,44.51889,7.67511,7.67528,7.67528,8.525,8.60794,68.51433,83.76394,84.2915,94.4675,96.39928,96.20511,6.25872,6.51156,5.2945,5.39889,5.19683,5.3445,-0.22683,-0.205,1.00683,1.03344,1.009,1.03589,1.10589,1.12056,0.79083,0.78739,-0.00483,-0.10144,1.15678,1.41683,1.05317,1.06478,1.27728,0.83056,51.43033,45.9805,53.37217,52.75039,91.93933,88.65117,86.16683,56.03378,90.69472,9.98333,8.12478,5.72222,11.83333,16.05556,28.72222,16.05556,30.05556,9.44444,16.55556
RIVPACS IV GB,19,2,Summer,119.44444,20.27778,5.86572,146.49444,23.22222,6.30344,140.6,22.44444,6.25839,148.76111,23.22222,6.40322,142.80556,22.44444,6.36072,4.88122,7.25017,7.22478,9.94644,9.927,1,1,40.2855,40.135,45.67122,42.54267,7.76578,7.767,7.767,8.34494,8.39994,69.58489,80.269,79.85367,90.48172,94.20428,93.46717,6.10567,6.34756,4.85133,4.856,4.89122,4.97833,-0.33428,-0.37844,0.728,0.79683,0.74372,0.81244,0.76661,0.78489,0.60233,0.60739,0.33078,0.22506,1.025,1.20906,1.01078,1.01561,1.15522,0.88944,47.25406,44.47772,49.89317,48.67778,90.56933,92.15989,81.55622,58.03817,87.76028,11.47956,10.29756,6.61111,14.22222,17.77778,32.55556,17.77778,36.38889,10.83333,19.94444
RIVPACS IV GB,19,3,Autumn,116.94444,20.55556,5.66628,143.78333,23.11111,6.22683,139.30556,22.55556,6.18133,144.96111,23.11111,6.27694,140.56667,22.55556,6.23872,4.8115,7.13244,7.11167,9.68772,9.67433,0.97222,0.97222,45.08767,44.09394,45.29678,43.44078,7.40178,7.37767,7.37767,8.21728,8.25789,62.34756,76.77594,76.67561,88.3235,94.02011,92.33172,6.18456,6.30811,5.21517,5.14472,5.12589,5.12889,-0.37661,-0.40767,0.67017,0.73672,0.67972,0.74589,0.93461,0.98483,0.59772,0.60389,0.02683,-0.06917,0.97717,1.12417,0.98022,0.97872,1.08883,0.81178,42.24328,40.53367,43.07478,50.26317,95.00967,89.29989,90.00439,63.23522,93.54389,10.10756,9.46156,6.05556,10.94444,17.38889,28.55556,17.38889,31.5,10.44444,16.66667
RIVPACS IV GB,19,4,Spring & Summer,165.5,26.38889,6.24439,202.54444,30.33333,6.66489,195.05,29.38889,6.62389,206.25556,30.33333,6.78439,198.81667,29.38889,6.74967,4.57572,6.86806,6.83883,9.48394,9.46089,1,1,40.10156,39.99689,46.47828,43.29022,7.61433,7.62328,7.62328,8.48283,8.55678,66.8915,81.14989,81.13033,91.13078,94.62139,94.16761,6.18817,6.42094,5.05039,5.09444,5.03333,5.13972,-0.21894,-0.24189,0.81917,0.86833,0.82783,0.87733,0.92483,0.94144,0.71356,0.71311,0.17717,0.085,1.09167,1.27056,0.99311,0.98906,1.18111,0.88717,51.49344,46.6915,54.47417,48.51589,91.57639,90.28267,84.64061,55.01589,90.02106,12.80272,11.62611,6.94444,16.44444,19.77778,39.55556,19.77778,39.55556,11.61111,22.38889
RIVPACS IV GB,19,5,Spring & Autumn,165.05556,26.72222,6.15317,202.16667,30.66667,6.58361,195.42778,29.83333,6.53856,204.85,30.66667,6.66539,198.27778,29.83333,6.62822,4.57667,6.90394,6.87817,9.46667,9.45006,1,1,43.69106,43.31961,46.681,43.76594,7.45494,7.4635,7.4635,8.38733,8.45739,63.74894,78.7675,79.08161,90.14839,94.38339,93.46489,6.18394,6.37994,5.19428,5.20922,5.11378,5.19078,-0.27039,-0.27611,0.78956,0.83839,0.79767,0.84678,0.97306,1.00406,0.68889,0.69017,0.07889,-0.00222,1.0455,1.21017,0.98861,0.97906,1.16483,0.84606,48.10717,43.95783,50.3825,51.21283,93.045,89.19389,86.89439,58.22283,91.51939,11.49706,9.93411,6.66667,14.55556,19.94444,38,19.94444,37.38889,11.5,20.83333
RIVPACS IV GB,19,6,Summer & Autumn,155.05556,25.83333,5.99067,191.56111,30,6.38917,183.76667,29,6.33744,194.87222,30,6.49989,187.11111,29,6.45428,4.78389,7.14794,7.12833,9.86628,9.85328,1,1,41.80439,41.36228,45.62478,42.81556,7.52294,7.52833,7.52833,8.35711,8.41306,65.25094,78.03333,78.15183,88.99428,93.77311,92.82217,6.11528,6.33422,4.98033,4.9585,4.968,5.03206,-0.32244,-0.36128,0.706,0.76728,0.72267,0.78383,0.84233,0.86939,0.63722,0.64283,0.22056,0.1255,1.00933,1.14617,0.98906,0.98794,1.12478,0.87556,47.23956,44.36539,49.83367,47.94661,92.386,91.676,84.60317,58.88228,89.87628,13.17094,12.39272,7,15.88889,20.16667,39.77778,20.16667,39.72222,11.94444,22.33333
RIVPACS IV GB,19,7,"Spring, Summer & Autumn",186.33333,29.77778,6.24628,228.47222,34.55556,6.61072,220.07222,33.5,6.56667,233.12778,34.55556,6.74489,224.63889,33.5,6.70294,4.61594,6.89372,6.86622,9.53767,9.51689,1,1,41.26378,40.99478,46.36633,43.19306,7.49383,7.50467,7.50467,8.44528,8.51394,64.62261,78.80367,79.23306,89.37056,93.81622,93.05639,6.1565,6.36883,5.05606,5.06833,5.0255,5.10661,-0.24339,-0.26828,0.75856,0.81394,0.77128,0.82656,0.89667,0.92344,0.68989,0.69267,0.19939,0.11528,1.05128,1.19778,0.98289,0.97217,1.153,0.88344,50.09083,45.77472,53.16206,48.58556,92.45339,90.38661,85.54678,56.58661,90.74183,13.70044,12.81306,7.22222,17.61111,21.33333,44.61111,21.33333,42.44444,12.33333,24.05556
RIVPACS IV GB,20,1,Spring,164.3,25.4,6.4516,192.74,28.5,6.7493,186.98,27.8,6.7146,194.24,28.5,6.7952,188.56,27.8,6.7671,4.64,6.7541,6.7363,9.2836,9.2816,1,1,35.0714,34.3302,48.3818,45.5767,7.5077,7.5216,7.5216,8.3378,8.4136,64.9255,76.9551,77.8439,87.3193,89.1078,88.6314,6.2688,6.5088,4.8839,5.0046,4.9666,5.1193,-0.05,-0.0131,0.6535,0.7265,0.6535,0.7265,0.9098,0.9391,0.5501,0.5636,0.0494,0.0038,0.9976,1.025,0.7779,0.6944,1.1167,0.8365,54.6737,52.8572,59.4043,49.1974,95.4822,96.2585,85.0115,50.0167,93.6604,11.5979,10.9563,6.9,14.8,19.3,36.5,19.3,36.8,10.9,19.9
RIVPACS IV GB,20,2,Summer,144.7,23.6,6.1018,162.38,26,6.208,159.31,25.6,6.1908,164.09,26,6.2721,161.15,25.6,6.2604,4.9656,7.3044,7.2795,10.0493,10.0281,1,1,34.6509,34.6397,47.0972,43.9689,7.5082,7.501,7.501,8.1615,8.2304,62.2735,71.0182,71.4911,82.9928,85.9632,85.3878,6.1531,6.4474,4.5903,4.558,4.7593,4.8437,-0.3321,-0.364,0.2805,0.4186,0.2892,0.4281,0.8292,0.8553,0.4828,0.532,0.205,0.1133,0.8734,0.8328,0.797,0.6963,1.0055,0.7479,47.2324,44.86,52.0532,41.34,89.7513,97.4474,73.5218,47.9799,86.8095,11.0333,10.9194,7.6,15.6,19.5,36.6,19.5,39.3,12,21.3
RIVPACS IV GB,20,3,Autumn,155.6,24.9,6.2545,173.64,26.5,6.5553,170.74,26.2,6.5258,174.94,26.5,6.5974,172.22,26.2,6.5757,4.8561,6.8657,6.8471,9.3719,9.3506,1,1,39.577,39.4404,46.2922,43.6514,7.4677,7.4683,7.4683,8.1464,8.1623,64.2169,76.2386,75.0176,85.9283,90.287,89.4718,6.2032,6.36,4.8463,4.8631,4.9224,4.9868,-0.3709,-0.3934,0.4626,0.499,0.4672,0.5039,0.7835,0.7974,0.4509,0.4552,0.1108,0.0043,0.7938,0.8022,0.8022,0.714,1.0078,0.693,47.0193,43.8924,48.2839,37.4315,94.3082,92.3203,87.4198,56.782,92.3359,11.6904,11.578,7.1,13.1,19.6,35,19.6,36.7,11.6,18.5
RIVPACS IV GB,20,4,Spring & Summer,195.2,30.3,6.4368,224.8,33.9,6.6283,218.53,33.1,6.5999,228.44,33.9,6.7324,222.53,33.1,6.719,4.7049,6.8441,6.8264,9.4763,9.4573,1,1,35.4532,35.1543,47.4646,44.7359,7.5109,7.5234,7.5234,8.3468,8.4315,64.2602,74.3382,75.5965,85.6908,87.9692,87.6906,6.2578,6.4992,4.7978,4.8283,4.9139,5.0156,-0.055,-0.0373,0.575,0.6666,0.5789,0.6706,0.9086,0.9231,0.5858,0.6184,0.2091,0.1269,0.9591,0.9677,0.809,0.7232,1.0872,0.8659,53.6243,51.8358,59.926,47.4822,92.5594,96.9733,80.7786,49.6953,90.6117,13.3433,12.975,7.8,18.5,22.1,45.9,22.1,45.4,12.5,23.8
RIVPACS IV GB,20,5,Spring & Autumn,201.2,31,6.4928,232.75,34.4,6.767,225.83,33.6,6.7249,236.74,34.4,6.8817,229.98,33.6,6.848,4.6611,6.6776,6.6587,9.1989,9.1815,1,1,36.7967,36.5649,47.3301,44.4725,7.4828,7.5007,7.5007,8.3128,8.3683,65.3808,76.3539,77.1243,87.2524,89.6399,89.5221,6.2007,6.4219,4.8221,4.8941,4.9078,5.026,-0.0624,-0.0478,0.6072,0.6519,0.6106,0.6556,0.8293,0.8362,0.5779,0.5909,0.1775,0.09,0.9023,0.9102,0.8243,0.7505,1.0977,0.859,53.5247,51.0335,58.2105,42.7996,94.9414,94.421,85.8596,51.6551,93.0777,13.7018,13.4122,7.5,17.5,22,45.5,22,44.3,12.2,22.9
RIVPACS IV GB,20,6,Summer & Autumn,191.4,30.4,6.2963,216.99,33.3,6.5218,211.95,32.7,6.4891,221.05,33.3,6.6427,216.18,32.7,6.6189,4.8057,6.8524,6.8312,9.4324,9.408,1,1,37.821,37.7764,46.6075,43.5803,7.4423,7.4482,7.4482,8.2321,8.28,63.8854,74.0515,73.8594,84.702,88.494,87.7787,6.1485,6.3692,4.777,4.7646,4.8638,4.9337,-0.1791,-0.2021,0.4459,0.5289,0.4539,0.5379,0.8075,0.8215,0.5346,0.5716,0.2201,0.1242,0.8578,0.8293,0.8262,0.7532,1.0427,0.8231,49.6229,47.9652,55.0999,39.7087,92.1902,94.4956,79.9742,52.3738,89.8126,13.3561,13.2968,7.7,18.3,22.2,46.3,22.2,46.5,12.7,24.1
RIVPACS IV GB,20,7,"Spring, Summer & Autumn",215.3,33.6,6.4033,248.94,37.4,6.6569,241.46,36.5,6.6179,253.82,37.4,6.788,246.54,36.5,6.7593,4.7138,6.7175,6.6989,9.2989,9.2749,1,1,36.6249,36.4623,47.1109,44.2159,7.4467,7.4599,7.4599,8.3331,8.3999,64.0657,74.036,74.9959,85.5121,88.269,88.0244,6.1853,6.4033,4.8267,4.8447,4.905,4.9914,-0.0412,-0.0306,0.5417,0.6093,0.5474,0.6158,0.8234,0.828,0.5719,0.6016,0.2365,0.143,0.9122,0.8985,0.8281,0.7519,1.0737,0.8705,53.0427,51.3953,59.4914,43.3211,93.2554,95.369,82.278,50.8721,91.2756,14.8527,14.5701,7.8,20,23.2,51.8,23.2,48.4,12.9,25.6
RIVPACS IV GB,21,1,Spring,154.23077,24.46154,6.25562,188.83077,27.61538,6.79431,180.61538,26.61538,6.74231,194.47692,27.61538,7,186.25385,26.61538,6.955,4.59638,7.00823,7.00585,9.60777,9.60792,1,1,53.927,53.91585,47.01415,45.28785,7.79662,7.80985,7.80985,8.67446,8.72254,71.885,86.02877,85.882,91.745,94.29415,94.31131,6.22177,6.43608,5.14877,5.261,5.10115,5.23962,-0.24592,-0.20723,0.98815,1.00485,0.98792,1.00462,1.12769,1.14662,0.692,0.69523,0.10577,-0.02854,1.17608,1.37031,0.88908,0.82685,1.08638,0.82908,52.23931,48.13708,55.29538,60.12108,93.80092,93.83192,88.515,66.941,92.05115,11.036,8.85808,6.69231,15.92308,18.07692,34.92308,18.07692,39.46154,11,21.76923
RIVPACS IV GB,21,2,Summer,131.30769,22.23077,5.92946,159.59231,25,6.39969,152.05385,24.15385,6.31192,165.09231,25,6.62377,157.63077,24.15385,6.54762,4.89508,7.36746,7.35046,10.18746,10.18138,1,1,44.60031,44.52223,44.87508,42.77123,7.782,7.80985,7.80985,8.68469,8.73069,68.984,81.75992,82.57223,89.06154,92.21331,92.04092,6.11508,6.35738,4.86115,4.917,4.90008,5.01654,-0.24885,-0.22969,0.69638,0.723,0.70338,0.72938,0.95785,0.95192,0.55485,0.56215,0.25423,0.13362,1.09477,1.38608,0.94769,0.91385,1.02715,0.79108,45.49677,43.63785,50.16608,57.10208,93.01292,97.51115,85.90754,62.98346,91.38031,12.263,10.86538,6.92308,16.84615,18.30769,38.30769,18.30769,38.84615,11.61538,22.92308
RIVPACS IV GB,21,3,Autumn,151.92308,25.23077,5.99523,184.16154,27.92308,6.57669,177.63077,27.15385,6.51969,189.65385,27.92308,6.77346,183.3,27.15385,6.72938,4.716,7.13131,7.10285,9.80554,9.79092,1,1,50.84454,50.31362,44.50885,43.13346,7.59215,7.61154,7.61154,8.55438,8.57777,68.71977,80.98938,81.82392,90.08354,93.27238,93.27238,6.21577,6.36538,5.08223,5.07323,5.06108,5.10831,-0.23738,-0.27377,0.79262,0.80569,0.795,0.80838,0.97815,0.97846,0.66392,0.66108,0.26823,0.13977,1.07877,1.28669,0.95392,0.95,1.11608,0.85862,43.11215,42.47177,45.93608,57.08615,94.40292,90.16262,89.62277,65.30808,93.10169,10.00931,9.90146,6.61538,15,19.07692,36.23077,19.07692,40.38462,11.38462,21.53846
RIVPACS IV GB,21,4,Spring & Summer,184.92308,29.46154,6.27562,225.79231,33.61538,6.71762,216.25385,32.46154,6.65862,233.2,33.61538,6.94131,223.16923,32.46154,6.87508,4.62769,7.00323,6.98715,9.64985,9.63885,1,1,49.329,49.28377,45.61669,43.59931,7.74131,7.76385,7.76385,8.73946,8.79446,68.56531,83.28369,83.844,89.34131,93.05108,93.00792,6.15554,6.359,5.098,5.15431,5.04908,5.152,-0.12054,-0.08577,0.82654,0.86031,0.83023,0.86346,1.03954,1.04815,0.65692,0.67469,0.26638,0.15423,1.14885,1.35969,0.91069,0.85823,1.06315,0.85415,50.74623,47.96715,56.01431,58.81469,93.11677,95.70354,87.23531,64.76208,91.46462,12.67769,11.32423,7.38462,19.69231,21,46.38462,21,46,12.38462,26.23077
RIVPACS IV GB,21,5,Spring & Autumn,190.61538,30.61538,6.20738,234.09231,34.84615,6.707,224.36154,33.61538,6.65969,241.58462,34.84615,6.92508,231.64615,33.61538,6.88008,4.61231,6.962,6.939,9.60308,9.58754,1,1,55.38662,55.11915,45.70854,43.59054,7.62769,7.65431,7.65431,8.67038,8.707,68.53538,81.69054,82.29869,89.55215,92.98746,93.00323,6.17485,6.35754,5.16446,5.21408,5.09354,5.18546,-0.112,-0.10908,0.87269,0.88854,0.87408,0.89008,1.02431,1.02977,0.686,0.69008,0.204,0.06292,1.10892,1.28269,0.90277,0.85692,1.09592,0.874,48.99669,46.34654,52.94915,59.46485,94.55415,91.30054,89.47592,66.70138,92.94215,12.13923,11.24431,7,18.53846,21.46154,45.76923,21.46154,46.69231,12.07692,25.38462
RIVPACS IV GB,21,6,Summer & Autumn,178.15385,28.92308,6.15008,217.98462,32.92308,6.61085,209.42308,31.92308,6.54862,224.51538,32.92308,6.81162,215.83077,31.92308,6.75269,4.704,7.17208,7.14531,9.93377,9.92162,1,1,46.99231,46.71854,45.00815,42.80031,7.62892,7.66423,7.66423,8.68115,8.72677,67.74585,80.62292,81.27515,88.71408,92.12862,92.01223,6.12769,6.338,4.97962,4.98738,4.972,5.04992,-0.14338,-0.13777,0.73438,0.75908,0.73892,0.76338,0.95908,0.95592,0.61692,0.62285,0.28454,0.17485,1.07238,1.29615,0.94638,0.91808,1.07315,0.86208,46.48431,45.07638,51.18677,56.35315,93.89669,94.406,87.71023,63.14269,92.51746,12.62062,11.35208,7.30769,19.38462,21,46.92308,21,45.30769,12.30769,25.76923
RIVPACS IV GB,21,7,"Spring, Summer & Autumn",204.76923,32.53846,6.28392,251.23846,37.38462,6.71392,241.45385,36.15385,6.66931,258.73077,37.38462,6.91785,248.75385,36.15385,6.87577,4.62815,6.97123,6.94592,9.63877,9.62185,1,1,50.61192,50.42223,45.40992,43.11177,7.64946,7.68177,7.68177,8.73985,8.79546,67.76923,81.06392,81.89569,88.52308,92.382,92.34723,6.13746,6.32815,5.10208,5.12123,5.04508,5.12254,-0.05954,-0.04046,0.80523,0.83254,0.80815,0.83523,0.99008,0.99162,0.65377,0.66769,0.27792,0.16554,1.10692,1.28877,0.915,0.86631,1.08354,0.885,49.75269,47.61315,55.18946,57.94992,93.82577,93.79554,88.13862,64.76023,92.27485,12.89277,11.914,7.46154,21.15385,22.30769,51.76923,22.30769,49.30769,12.61538,27.53846
RIVPACS IV GB,22,1,Spring,161.95,24.85,6.5181,189.155,27.4,6.9217,184.54,26.85,6.89175,192.77,27.4,7.05395,188.09,26.85,7.02335,4.55455,7.0133,6.9986,9.60695,9.6013,1,1,49.49165,49.34125,47.16095,45.3344,7.7739,7.7833,7.7832,8.64725,8.66585,70.97335,84.8882,85.1126,93.9815,96.41205,96.1607,6.3003,6.46365,5.158,5.28595,5.13365,5.2636,-0.0392,-0.00655,0.85035,0.85595,0.8609,0.8672,1.03465,1.04255,0.7848,0.7835,0.06195,-0.0076,1.0355,1.21995,0.98665,0.9861,1.24845,0.9589,56.50465,53.56085,57.65185,64.86235,92.8325,92.731,89.4251,70.88535,92.0068,11.10795,9.8293,6.4,14.95,17.45,34.2,17.45,34.75,10.55,20.55
RIVPACS IV GB,22,2,Summer,129.6,21.25,6.10185,152.03,23.25,6.53555,146.88,22.65,6.48325,155.405,23.25,6.6745,150.255,22.65,6.62485,4.8994,7.43955,7.41965,10.34245,10.33525,1,1,42.8496,42.6712,45.51035,43.04205,7.97785,7.9841,7.9841,8.69065,8.72855,75.00365,84.36995,84.8169,93.3823,96.34115,96.079,6.0992,6.33015,4.78215,4.79605,4.84975,4.93815,-0.30175,-0.38885,0.7839,0.84445,0.79045,0.8528,0.9389,0.93295,0.76345,0.76125,0.3477,0.254,1.1097,1.25245,1.0616,1.0775,1.1974,0.9493,50.2869,48.08695,52.6281,56.48145,89.17345,96.2681,77.78825,63.5372,85.8495,11.0732,9.4781,6.75,16.1,17.15,34.6,17.15,36.25,11.25,22.55
RIVPACS IV GB,22,3,Autumn,142.5,23.7,6.0051,167.24,25.9,6.4636,162.345,25.3,6.4272,169.89,25.9,6.5633,165.065,25.3,6.53095,4.7717,7.1745,7.153,9.87135,9.86375,1,1,53.2852,52.987,46.2593,44.39155,7.58175,7.58445,7.58445,8.38955,8.4299,65.1865,75.7695,77.9877,90.73495,93.0161,92.894,6.04475,6.1868,5.1461,5.15885,5.0378,5.09455,-0.4459,-0.46155,0.5848,0.6371,0.5896,0.64285,0.8716,0.88015,0.56735,0.5795,0.052,-0.0448,0.87295,1.0041,0.8998,0.85945,1.0971,0.8235,47.27765,44.59945,47.68695,56.05135,97.8999,91.39665,96.08945,71.1824,97.3,9.48865,9.1457,6.25,13.2,17.95,32.5,17.95,34.8,11.3,19.65
RIVPACS IV GB,22,4,Spring & Summer,182.3,28.45,6.40635,215.83,31.85,6.779,210.275,31.2,6.7433,221.785,31.85,6.9664,215.95,31.2,6.9251,4.6442,7.06535,7.0402,9.80135,9.7817,1,1,45.59405,45.4371,46.2061,43.9653,7.8118,7.82925,7.82905,8.7272,8.7573,70.9383,83.9756,84.2811,93.22015,96.10905,95.8259,6.1877,6.3695,5.05425,5.1313,5.03535,5.1427,-0.08175,-0.09495,0.7803,0.81835,0.79165,0.83135,0.9579,0.96105,0.7778,0.77975,0.2352,0.14595,1.03685,1.19805,1,1.00035,1.21505,0.97555,55.24755,52.72135,58.46015,60.9232,90.6094,94.9458,83.6126,66.9256,88.77945,13.0496,11.44615,7,18.85,19.85,44.05,19.85,42.75,12.05,25.8
RIVPACS IV GB,22,5,Spring & Autumn,191.35,30.3,6.31765,226.16,33.95,6.6743,220.095,33.2,6.6437,230.995,33.95,6.81815,224.85,33.2,6.7877,4.6271,6.9815,6.9592,9.6667,9.65575,1,1,51.4917,51.2976,46.5108,44.15945,7.6131,7.62675,7.62675,8.54495,8.5859,65.8469,79.2321,80.35555,90.9482,94.30865,94.08955,6.11125,6.259,5.15905,5.2358,5.06825,5.16355,-0.1864,-0.1854,0.68905,0.72765,0.70035,0.7405,0.8722,0.8788,0.67035,0.6778,0.10015,0.0106,0.91595,1.0493,0.9419,0.9233,1.1712,0.9356,53.0598,50.4838,55.18695,62.4238,95.35095,91.487,93.12785,71.8077,94.6686,12.29865,10.96055,6.75,17.4,20.75,43.3,20.75,42.1,12,24.35
RIVPACS IV GB,22,6,Summer & Autumn,177.05,28.5,6.21985,208.065,31.7,6.57615,201.57,30.9,6.5354,213.295,31.7,6.74155,206.56,30.9,6.6969,4.7436,7.18105,7.15745,10.03995,10.02305,1,1,46.7169,46.51825,45.724,43.30435,7.6852,7.69495,7.69495,8.6032,8.6581,67.9383,79.0372,80.265,91.3649,94.47945,94.3429,6.02775,6.2253,4.98275,4.9912,4.9389,5.01245,-0.27005,-0.3137,0.67235,0.72195,0.68025,0.73165,0.864,0.8629,0.6919,0.6927,0.23705,0.13995,0.9594,1.08175,0.98025,0.9637,1.15405,0.9414,50.8461,47.82245,52.68075,57.06945,93.1038,93.1464,86.8751,67.20605,91.2872,11.77815,10.4091,6.9,18.65,20,44.4,20,42.2,12.05,25.7
RIVPACS IV GB,22,7,"Spring, Summer & Autumn",200.85,31.7,6.34,238.325,35.8,6.6679,231.455,34.95,6.6334,244.565,35.8,6.84345,237.38,34.95,6.8038,4.67655,6.99685,6.9735,9.78285,9.76295,1,1,47.8155,47.6357,46.0173,43.6733,7.6991,7.7092,7.70925,8.6544,8.7042,67.44945,80.30125,81.0947,91.36725,94.6532,94.49125,6.08995,6.2582,5.10565,5.15775,5.0304,5.11895,-0.14265,-0.1643,0.7041,0.7461,0.71715,0.7609,0.8637,0.8647,0.71665,0.71885,0.23135,0.1385,0.96305,1.08965,0.97455,0.96255,1.18195,0.96625,53.45045,50.9628,56.6515,60.45835,92.9057,93.09285,88.0907,68.9109,91.4953,13.5368,12.1038,7.05,20.35,21.25,49.6,21.25,45.5,12.4,27.5
RIVPACS IV GB,23,1,Spring,130.4,20.9,6.1748,155.43,23.3,6.6033,149.96,22.6,6.5705,158.56,23.3,6.7498,153.23,22.6,6.7273,4.7099,7.144,7.1281,9.8624,9.8582,1,1,44.2102,44.106,46.3247,44.8926,7.8342,7.8293,7.8293,8.6816,8.6983,70.4146,85.0356,84.823,91.7679,93.5323,93.0783,6.2629,6.47,5.0081,5.0404,5.0353,5.1261,0.0009,0.014,0.8232,0.8236,0.8219,0.822,1.1125,1.1214,0.52,0.5153,0.1226,-0.0021,1.1498,1.3383,0.9943,0.9615,1.1068,0.8032,48.2603,44.966,49.7556,42.7343,95.1529,86.5639,88.4452,53.2195,92.7223,10.8779,10.6648,6.7,14.2,17.1,32.5,17.1,33.3,10.8,19.8
RIVPACS IV GB,23,2,Summer,104.5,18.2,5.7098,128.24,20.4,6.2659,124.54,19.9,6.2401,130.74,20.4,6.3879,126.99,19.9,6.3614,5.0451,7.3966,7.3782,10.4312,10.4398,1,1,43.7932,43.3427,45.7659,43.6002,7.9587,7.9439,7.9439,8.7184,8.7451,67.8523,80.2559,79.9917,88.9783,92.834,91.8073,6.075,6.2525,4.9454,4.977,4.9342,5.0143,-0.5285,-0.5997,0.5042,0.6193,0.507,0.6221,0.8229,0.8382,0.3309,0.3618,0.0161,-0.1179,1.1799,1.2104,0.971,0.9277,1.0611,0.7327,38.6863,34.2503,39.2046,41.1116,89.9977,94.7565,76.0766,49.4529,87.9963,9.1728,8.9097,6.1,13.8,15.3,32.8,15.3,29.3,10.1,19.2
